Date-Time,FC_V (V),FCT1 (C),H2P1 (B),DCDCV,FC_A (A),FCT2 (C),H2P2 (B),DCDCA,FC_W (W),FAN (%),Tank-P (B),DCDCW,ENERGY (Wh),BLW (%),Tank-T (C),BattV (V),Stasis_Select,IP(V),TP(V),No_of_Cell,Remark
11/14/25-14:42:20,73.91,31.64,0.74,XX.X,0.33,31.15,0.00,XX.X,24.1,0,0.0,XXXX.X,1,0,0.00,29.59,
11/14/25-14:42:24,73.67,31.64,0.73,XX.X,0.33,31.15,0.00,XX.X,24.0,0,0.0,XXXX.X,1,0,0.00,29.48,
11/14/25-14:42:28,73.55,31.64,0.73,XX.X,0.33,31.15,0.00,XX.X,24.0,0,0.0,XXXX.X,1,0,0.00,29.48,
11/14/25-14:42:33,73.91,31.64,0.73,XX.X,0.33,31.15,0.00,XX.X,24.1,0,0.0,XXXX.X,1,0,0.00,29.59,
11/14/25-14:42:37,73.79,31.64,0.73,XX.X,0.33,31.15,0.00,XX.X,24.1,0,0.0,XXXX.X,1,0,0.00,29.59,
11/14/25-14:42:42,73.55,31.64,0.73,XX.X,0.33,31.15,0.00,XX.X,24.0,0,0.0,XXXX.X,2,0,0.00,29.48,
11/14/25-14:42:47,73.91,31.54,0.73,XX.X,0.33,31.05,0.00,XX.X,24.1,0,0.0,XXXX.X,2,0,0.00,29.59,
11/14/25-14:42:52,73.91,31.64,0.73,XX.X,0.33,31.05,0.00,XX.X,24.1,0,0.0,XXXX.X,2,0,0.00,29.59,
11/14/25-14:42:56,73.91,31.64,0.73,XX.X,0.33,31.05,0.00,XX.X,24.1,0,0.0,XXXX.X,2,0,0.00,29.59,
11/14/25-14:43:00,73.55,31.64,0.73,XX.X,0.33,31.05,0.00,XX.X,24.0,0,0.0,XXXX.X,2,0,0.00,29.48,
11/14/25-14:43:04,73.91,31.64,0.73,XX.X,0.33,31.05,0.00,XX.X,24.1,0,0.0,XXXX.X,2,0,0.00,29.59,
11/14/25-14:43:08,73.55,31.64,0.73,XX.X,0.33,31.05,0.00,XX.X,24.0,0,0.0,XXXX.X,2,0,0.00,29.48,
11/14/25-14:43:13,73.91,31.64,0.73,XX.X,0.33,31.05,0.00,XX.X,24.1,0,0.0,XXXX.X,2,0,0.00,29.59,
