Date-Time,FC_V (V),FCT1 (C),H2P1 (B),DCDCV,FC_A (A),FCT2 (C),H2P2 (B),DCDCA,FC_W (W),FAN (%),Tank-P (B),DCDCW,ENERGY (Wh),BLW (%),Tank-T (C),BattV (V),Stasis_Select,IP(V),TP(V),No_of_Cell,Remark
11/28/25-10:03:29,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:03:30,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:03:32,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:03:36,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:03:40,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:03:44,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:03:49,0.04,24.22,0.51,XX.X,0.00,24.41,0.00,XX.X,0.0,0,0.0,XXXX.X,0,0,0.00,29.80,
11/28/25-10:04:11,88.04,24.41,0.47,XX.X,0.00,24.71,0.47,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.59,
11/28/25-10:04:12,87.79,24.41,0.47,XX.X,0.00,24.71,0.46,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:14,87.43,24.41,0.46,XX.X,0.00,24.71,0.46,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.80,
11/28/25-10:04:15,87.07,24.41,0.45,XX.X,0.00,24.71,0.45,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:16,86.83,24.41,0.45,XX.X,0.00,24.71,0.45,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:17,86.71,24.41,0.45,XX.X,0.00,24.71,0.45,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:18,86.59,24.41,0.45,XX.X,0.00,24.71,0.44,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:19,86.22,24.41,0.44,XX.X,0.00,24.71,0.44,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:20,85.98,24.41,0.44,XX.X,0.00,24.71,0.44,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:21,85.74,24.41,0.43,XX.X,0.00,24.71,0.43,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.69,
11/28/25-10:04:22,85.62,24.41,0.43,XX.X,0.00,24.71,0.43,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.59,
11/28/25-10:04:23,85.50,24.41,0.43,XX.X,0.00,24.71,0.43,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:23,84.54,24.41,0.43,XX.X,0.00,24.71,0.43,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:24,84.54,24.41,0.43,XX.X,0.00,24.71,0.42,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:26,84.06,24.41,0.42,XX.X,0.00,24.71,0.42,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:27,83.94,24.41,0.42,XX.X,0.00,24.71,0.41,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:28,83.94,24.41,0.41,XX.X,0.00,24.71,0.41,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:28,83.82,24.41,0.41,XX.X,0.00,24.71,0.41,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:29,83.69,24.41,0.41,XX.X,0.00,24.71,0.41,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:30,83.57,24.41,0.41,XX.X,0.00,24.71,0.41,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:31,83.33,24.41,0.40,XX.X,0.00,24.71,0.40,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:32,83.33,24.41,0.40,XX.X,0.00,24.71,0.40,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:32,83.21,24.41,0.40,XX.X,0.00,24.71,0.40,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:33,83.09,24.41,0.40,XX.X,0.00,24.71,0.40,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.69,
11/28/25-10:04:34,82.97,24.41,0.40,XX.X,0.00,24.71,0.39,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.59,
11/28/25-10:04:35,82.73,24.41,0.39,XX.X,0.00,24.71,0.39,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:36,82.73,24.41,0.39,XX.X,0.00,24.71,0.39,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:36,82.61,24.41,0.39,XX.X,0.00,24.71,0.39,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:38,82.25,24.41,0.39,XX.X,0.00,24.71,0.38,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:39,82.13,24.41,0.38,XX.X,0.00,24.71,0.38,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:40,82.13,24.41,0.38,XX.X,0.00,24.71,0.38,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:40,82.01,24.41,0.38,XX.X,0.00,24.71,0.38,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:41,81.89,24.41,0.38,XX.X,0.00,24.71,0.38,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:42,81.89,24.41,0.47,XX.X,0.00,24.71,0.47,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:43,81.65,24.41,0.48,XX.X,0.00,24.71,0.48,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:43,81.65,24.41,0.57,XX.X,0.00,24.71,0.56,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:44,81.65,24.41,0.65,XX.X,0.00,24.71,0.64,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:45,81.53,24.41,0.64,XX.X,0.00,24.71,0.64,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.69,
11/28/25-10:04:46,81.41,24.41,0.64,XX.X,0.00,24.71,0.64,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.59,
11/28/25-10:04:47,81.29,24.41,0.63,XX.X,0.00,24.71,0.63,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:47,81.18,24.41,0.63,XX.X,0.00,24.71,0.63,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:48,81.18,24.41,0.63,XX.X,0.00,24.71,0.63,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:49,80.94,24.41,0.63,XX.X,0.00,24.71,0.63,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:50,80.82,24.41,0.62,XX.X,0.00,24.71,0.62,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:51,80.70,24.41,0.62,XX.X,0.00,24.71,0.62,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:51,80.70,24.41,0.62,XX.X,0.00,24.71,0.62,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:52,80.58,24.41,0.62,XX.X,0.00,24.71,0.61,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:53,80.46,24.41,0.61,XX.X,0.00,24.71,0.61,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:54,80.34,24.51,0.61,XX.X,0.00,24.71,0.61,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:55,80.22,24.41,0.60,XX.X,0.00,24.71,0.60,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:55,80.10,24.51,0.60,XX.X,0.00,24.71,0.60,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:56,80.10,24.51,0.60,XX.X,0.00,24.71,0.60,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:57,79.98,24.41,0.60,XX.X,0.00,24.71,0.60,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.69,
11/28/25-10:04:58,79.86,24.51,0.59,XX.X,0.00,24.71,0.59,XX.X,0.0,9,0.0,XXXX.X,0,78,0.00,29.59,
11/28/25-10:04:59,79.74,24.51,0.59,XX.X,0.00,24.71,0.59,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:04:59,79.74,24.41,0.59,XX.X,0.00,24.71,0.59,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
11/28/25-10:05:00,79.62,24.51,0.59,XX.X,0.00,24.71,0.59,XX.X,0.0,9,0.0,XXXX.X,0,28,0.00,29.69,
