Date-Time,FC_V (V),FCT1 (C),H2P1 (B),DCDCV,FC_A (A),FCT2 (C),H2P2 (B),DCDCA,FC_W (W),FAN (%),Tank-P (B),DCDCW,ENERGY (Wh),BLW (%),Tank-T (C),BattV (V),Stasis_Select,IP(V),TP(V),No_of_Cell,Remark
11/18/25-15:39:29,61.70,24.02,0.52,XX.X,0.33,24.12,0.52,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:30,61.70,24.02,0.51,XX.X,0.33,24.12,0.51,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:31,61.70,24.02,0.51,XX.X,0.33,24.12,0.50,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:32,61.70,24.02,0.50,XX.X,0.33,24.12,0.50,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:33,61.70,24.02,0.49,XX.X,0.33,24.12,0.49,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:34,61.70,24.02,0.49,XX.X,0.33,24.12,0.49,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:34,61.70,24.02,0.49,XX.X,0.33,24.12,0.49,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:35,61.70,24.02,0.49,XX.X,0.33,24.12,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:36,61.70,24.02,0.48,XX.X,0.33,24.12,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:37,61.70,24.02,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:38,61.70,24.02,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,78,0.00,29.69,
11/18/25-15:39:39,61.82,24.02,0.48,XX.X,0.33,24.22,0.48,XX.X,20.2,9,0.0,XXXX.X,0,78,0.00,29.59,
11/18/25-15:39:39,61.82,24.02,0.48,XX.X,0.33,24.22,0.48,XX.X,20.2,9,0.0,XXXX.X,0,78,0.00,29.59,
11/18/25-15:39:40,61.82,24.02,0.48,XX.X,0.33,24.22,0.48,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:41,61.70,24.02,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:42,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:43,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:43,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:44,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:45,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:46,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:47,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:47,61.70,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.1,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:48,61.82,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:49,61.82,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:50,61.82,24.12,0.48,XX.X,0.33,24.22,0.48,XX.X,20.2,9,0.0,XXXX.X,0,78,0.00,29.69,
11/18/25-15:39:51,61.82,24.12,0.48,XX.X,0.33,24.32,0.48,XX.X,20.2,9,0.0,XXXX.X,0,78,0.00,29.59,
11/18/25-15:39:51,61.70,24.12,0.30,XX.X,0.33,24.32,0.27,XX.X,20.1,9,0.0,XXXX.X,0,78,0.00,29.59,
11/18/25-15:39:52,61.93,24.12,0.57,XX.X,0.33,24.32,0.57,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:53,61.82,24.12,0.57,XX.X,0.33,24.32,0.57,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:54,61.82,24.12,0.56,XX.X,0.33,24.32,0.56,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:55,61.82,24.12,0.56,XX.X,0.33,24.32,0.56,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:55,61.82,24.12,0.56,XX.X,0.33,24.32,0.55,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:56,61.82,24.12,0.55,XX.X,0.33,24.32,0.55,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:58,61.82,24.22,0.54,XX.X,0.33,24.32,0.54,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:39:59,61.82,24.22,0.53,XX.X,0.33,24.32,0.53,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:40:00,61.82,24.22,0.53,XX.X,0.33,24.32,0.53,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:40:00,61.82,24.22,0.52,XX.X,0.33,24.32,0.52,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:40:01,61.82,24.22,0.52,XX.X,0.33,24.32,0.52,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:40:02,61.82,24.22,0.51,XX.X,0.33,24.32,0.51,XX.X,20.2,9,0.0,XXXX.X,0,78,0.00,29.69,
11/18/25-15:40:03,61.93,24.22,0.51,XX.X,0.33,24.32,0.51,XX.X,20.2,9,0.0,XXXX.X,0,78,0.00,29.59,
11/18/25-15:40:04,61.82,24.22,0.51,XX.X,0.33,24.32,0.50,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.59,
11/18/25-15:40:04,61.82,24.22,0.50,XX.X,0.33,24.32,0.50,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
11/18/25-15:40:05,61.82,24.22,0.50,XX.X,0.33,24.32,0.49,XX.X,20.2,9,0.0,XXXX.X,0,28,0.00,29.69,
