Date-Time,FC_V (V),FCT1 (C),H2P1 (B),DCDCV,FC_A (A),FCT2 (C),H2P2 (B),DCDCA,FC_W (W),FAN (%),Tank-P (B),DCDCW,ENERGY (Wh),BLW (%),Tank-T (C),BattV (V),Stasis_Select,IP(V),TP(V),No_of_Cell,Remark
11/14/25-14:26:58,38.09,33.89,0.42,XX.X,9.75,33.69,0.41,XX.X,371.5,12,0.0,XXXX.X,0,31,0.00,28.17,
11/14/25-14:26:59,38.09,33.89,0.42,XX.X,9.75,33.69,0.41,XX.X,371.5,12,0.0,XXXX.X,0,31,0.00,28.17, Low Voltage 
11/14/25-14:27:08,38.09,33.89,0.42,XX.X,9.75,33.69,0.41,XX.X,371.5,12,0.0,XXXX.X,0,31,0.00,28.17,
11/14/25-14:29:33,36.98,32.32,0.40,XX.X,9.75,32.13,0.40,XX.X,360.6,0,0.0,XXXX.X,1,31,0.00,28.28, Low Voltage 
11/14/25-14:29:43,36.98,32.32,0.40,XX.X,9.75,32.13,0.40,XX.X,360.6,0,0.0,XXXX.X,1,31,0.00,28.28,
